icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,epoch_time,date,time
acc23f,DAL339  ,United States,1659915688.0,1659915688,-106.3404,41.9819,10363.2,False,227.87,298.3,0.33,,11003.28,7232,False,0,1659915689,2022-08-07,19:41:29
abb595,SWA779  ,United States,1659915689.0,1659915689,-96.729,35.6251,11277.6,False,223.4,94.36,0.0,,11978.64,3152,False,0,1659915689,2022-08-07,19:41:29
846a34,JJP411  ,Japan,1659915688.0,1659915689,136.3506,35.3007,11468.1,False,238.07,255.48,-9.1,,12306.3,0413,False,0,1659915689,2022-08-07,19:41:29
a1b519,SKW5704 ,United States,1659915689.0,1659915689,-87.8514,42.3828,3756.66,False,154.8,20.42,8.45,,3947.16,,False,0,1659915689,2022-08-07,19:41:29
a54819,N43983  ,United States,1659915596.0,1659915597,-117.1406,32.8143,121.92,False,6.9,116.57,0.0,,91.44,,False,0,1659915689,2022-08-07,19:41:29
3c64a2,DLH692  ,Germany,1659915688.0,1659915688,35.7584,31.9066,2705.1,False,184.22,97.54,-7.48,,2842.26,7642,False,0,1659915689,2022-08-07,19:41:29
a94c7b,DAL624  ,United States,1659915689.0,1659915689,-77.8679,36.6369,11887.2,False,208.2,55.37,0.0,,12557.76,3224,False,0,1659915689,2022-08-07,19:41:29
a03235,AAL32   ,United States,1659915689.0,1659915689,-87.6439,39.7518,10668.0,False,233.08,77.9,0.0,,11376.66,1127,False,0,1659915689,2022-08-07,19:41:29
a34ea4,N312EA  ,United States,1659915688.0,1659915689,-91.0647,39.4705,12496.8,False,221.1,81.44,0.33,,13266.42,7634,False,0,1659915689,2022-08-07,19:41:29
e491b0,TAM3501 ,Brazil,1659915689.0,1659915689,-46.8018,-22.8658,4343.4,False,178.61,96.45,-4.23,,4556.76,,False,0,1659915689,2022-08-07,19:41:29
e491b1,TAM3524 ,Brazil,1659915689.0,1659915689,-47.1559,-15.1206,7033.26,False,214.67,40.14,7.15,,7437.12,,False,0,1659915689,2022-08-07,19:41:29
3c64a4,DLH1308 ,Germany,1659915687.0,1659915688,33.456,34.8436,9745.98,False,246.39,118.97,-4.88,,10439.4,2121,False,0,1659915689,2022-08-07,19:41:29
3c64a9,DLH684  ,Germany,1659915685.0,1659915688,34.9535,32.1003,655.32,False,146.79,113.33,-5.2,,701.04,5430,False,0,1659915689,2022-08-07,19:41:29
a94c4e,SKW5241 ,United States,1659915689.0,1659915689,-86.0922,42.1908,7178.04,False,196.06,83.98,1.63,,7612.38,6226,False,0,1659915689,2022-08-07,19:41:29
8674ce,JAL307  ,Japan,1659915688.0,1659915688,138.4656,35.5285,9060.18,False,228.15,261.83,8.45,,9700.26,2104,False,0,1659915689,2022-08-07,19:41:29
3c64af,DLH584  ,Germany,1659915688.0,1659915688,30.4656,36.471,10675.62,False,241.85,145.84,0.0,,11346.18,0135,False,0,1659915689,2022-08-07,19:41:29
a8f6ef,NKS788  ,United States,1659915527.0,1659915527,-116.3174,35.1691,7208.52,False,188.48,46.33,-7.15,,7711.44,4677,False,0,1659915689,2022-08-07,19:41:29
a390ff,AAY2261 ,United States,1659915689.0,1659915689,-79.367,34.7364,11277.6,False,221.1,26.98,0.0,,11940.54,0735,False,0,1659915689,2022-08-07,19:41:29
a08bb4,SKW4804 ,United States,1659915688.0,1659915689,-104.6634,39.6163,2819.4,False,128.1,359.77,-6.83,,2987.04,,False,0,1659915689,2022-08-07,19:41:29
846a5b,NCA108  ,Japan,1659915674.0,1659915674,-118.021,33.3232,3787.14,False,154.44,92.1,-6.5,,4008.12,1120,False,0,1659915689,2022-08-07,19:41:29
a82c98,ASA7004 ,United States,1659915688.0,1659915689,-123.9932,48.4907,11308.08,False,228.65,327.78,10.08,,11818.62,1656,False,0,1659915689,2022-08-07,19:41:29
a82c95,N626AP  ,United States,1659915689.0,1659915689,-118.0712,33.7254,327.66,False,22.26,310.31,0.0,,297.18,,False,0,1659915689,2022-08-07,19:41:29
e491ae,TAM3311 ,Brazil,1659915689.0,1659915689,-45.9393,-22.7395,5882.64,False,187.53,13.81,6.5,,6164.58,,False,0,1659915689,2022-08-07,19:41:29
ad928b,ASA1166 ,United States,1659915686.0,1659915688,-120.6003,46.6447,7498.08,False,0.0,90.0,,,,4021,False,0,1659915689,2022-08-07,19:41:29
0a008d,DAH3018 ,Algeria,1659915689.0,1659915689,18.2862,39.1218,10668.0,False,240.33,72.69,0.0,,11170.92,,False,0,1659915689,2022-08-07,19:41:29
a45ba2,DAL690  ,United States,1659915689.0,1659915689,-74.6311,43.0429,10363.2,False,233.29,272.65,0.33,,11018.52,3444,False,0,1659915689,2022-08-07,19:41:29
aa7a61,SWA9022 ,United States,1659915689.0,1659915689,-102.7952,39.6859,11582.4,False,217.19,252.21,0.33,,12306.3,3217,False,0,1659915689,2022-08-07,19:41:29
a1a21f,AAY1186 ,United States,1659915532.0,1659915532,-111.7142,40.2138,,True,5.66,56.25,,,,4476,False,0,1659915689,2022-08-07,19:41:29
a94c2a,PDT6231 ,United States,1659915688.0,1659915689,-75.1244,39.8948,411.48,False,74.37,255.58,-3.25,,457.2,5654,False,0,1659915689,2022-08-07,19:41:29
a903a0,N680EE  ,United States,1659915688.0,1659915688,-87.2885,36.5821,5600.7,False,192.81,332.68,10.4,,5943.6,,False,0,1659915689,2022-08-07,19:41:29
a533fb,SWA2565 ,United States,1659915508.0,1659915508,-95.3234,29.6826,259.08,False,76.76,134.19,-4.23,,335.28,,False,0,1659915689,2022-08-07,19:41:29
a6ec56,AAL899  ,United States,1659915689.0,1659915689,-117.1796,33.5045,7520.94,False,217.13,90.95,2.93,,7985.76,6777,False,0,1659915689,2022-08-07,19:41:29
a94c2c,N699AG  ,United States,1659915689.0,1659915689,-151.0217,60.1305,2103.12,False,95.04,25.32,-0.98,,2118.36,,False,0,1659915689,2022-08-07,19:41:29
ab77b9,SCX216  ,United States,1659915689.0,1659915689,-88.2039,42.6273,11574.78,False,225.38,319.07,0.0,,12321.54,2521,False,0,1659915689,2022-08-07,19:41:29
c02f6a,WJA272  ,Canada,1659915689.0,1659915689,-69.3912,44.7737,10668.0,False,252.21,84.5,0.0,,11300.46,0562,False,0,1659915689,2022-08-07,19:41:29
a1a218,ENY3627 ,United States,1659915688.0,1659915689,-85.395,35.8834,10972.8,False,232.41,279.17,-0.33,,11673.84,6220,False,0,1659915689,2022-08-07,19:41:29
a6ec2b,N545TC  ,United States,1659915689.0,1659915689,-83.4528,38.7575,10965.18,False,247.82,261.16,-0.33,,11666.22,5425,False,0,1659915689,2022-08-07,19:41:29
a34ecc,FFT1093 ,United States,1659915688.0,1659915689,-77.6123,38.4886,10980.42,False,260.44,222.04,0.0,,11658.6,1120,False,0,1659915689,2022-08-07,19:41:29
71040e,SVA590  ,Saudi Arabia,1659915688.0,1659915689,49.6359,22.6746,10675.62,False,232.05,86.06,0.0,,11376.66,,False,0,1659915689,2022-08-07,19:41:29
a653f6,JIA5515 ,United States,1659915689.0,1659915689,-75.1106,39.6128,2065.02,False,112.6,280.8,-2.6,,2209.8,2666,False,0,1659915689,2022-08-07,19:41:29
3dd577,PBB17   ,Germany,1659915686.0,1659915686,13.0645,52.1867,320.04,False,56.81,35.42,-0.33,,441.96,,False,0,1659915689,2022-08-07,19:41:29
c01c52,ACA848  ,Canada,1659915653.0,1659915660,-114.001,51.1283,,True,0.9,247.5,,,,,False,0,1659915689,2022-08-07,19:41:29
a9af3e,FFT1210 ,United States,1659915688.0,1659915689,-88.9437,37.7956,7368.54,False,222.63,131.72,4.55,,7833.36,,False,0,1659915689,2022-08-07,19:41:29
aaa7aa,JIT679  ,United States,1659915688.0,1659915689,-77.375,39.9965,12131.04,False,121.05,242.13,11.38,,12428.22,1617,False,0,1659915689,2022-08-07,19:41:29
a7c3d9,N6PG    ,United States,1659915688.0,1659915688,-90.1229,43.0452,12496.8,False,237.77,137.54,-0.33,,13243.56,3652,False,0,1659915689,2022-08-07,19:41:29
e491f0,TAM3806 ,Brazil,1659915689.0,1659915689,-47.6567,-15.5003,4564.38,False,183.67,23.26,17.56,,4808.22,,False,0,1659915689,2022-08-07,19:41:29
a880b0,QXE2580 ,United States,1659915687.0,1659915687,-123.2545,39.7607,7604.76,False,199.14,181.33,-10.4,,8039.1,,False,0,1659915689,2022-08-07,19:41:29
7582fc,RPC350  ,Philippines,1659915689.0,1659915689,121.7512,14.295,3101.34,False,131.53,293.76,0.0,,3291.84,,False,0,1659915689,2022-08-07,19:41:29
aadd15,N7999P  ,United States,1659915689.0,1659915689,-118.176,33.9929,2750.82,False,72.02,154.17,0.0,,2872.74,5357,False,0,1659915689,2022-08-07,19:41:29
a28545,KAP54   ,United States,1659915688.0,1659915688,-89.6957,38.6529,2712.72,False,84.51,114.07,2.28,,2842.26,,False,0,1659915689,2022-08-07,19:41:29
a8f6b5,N677LB  ,United States,1659915689.0,1659915689,-76.445,38.4506,1280.16,False,66.29,12.09,0.0,,1341.12,1200,False,0,1659915689,2022-08-07,19:41:29
ab77d5,UAL633  ,United States,1659915689.0,1659915689,-104.4998,39.8329,3329.94,False,146.66,181.41,-2.93,,3528.06,6077,False,0,1659915689,2022-08-07,19:41:29
aa31c2,EJA756  ,United States,1659915689.0,1659915689,-96.9105,32.9038,495.3,False,67.35,137.17,-1.3,,510.54,3004,False,0,1659915689,2022-08-07,19:41:29
a83f98,ASA1432 ,United States,1659915680.0,1659915689,-122.3092,47.4518,10965.18,False,224.55,299.21,0.0,,11536.68,6732,False,0,1659915689,2022-08-07,19:41:29
8687bc,ANA393  ,Japan,1659915396.0,1659915396,140.1542,38.5374,2766.06,False,142.35,341.24,-5.2,,2964.18,,False,0,1659915689,2022-08-07,19:41:29
abc7a3,SWA1475 ,United States,1659915688.0,1659915688,-122.2582,38.5881,6827.52,False,231.51,0.64,10.08,,7185.66,3343,False,0,1659915689,2022-08-07,19:41:29
c01c5b,CRN811  ,Canada,1659915458.0,1659915532,-121.6728,50.0878,5791.2,False,148.68,90.2,0.0,,6103.62,,False,0,1659915689,2022-08-07,19:41:29
a903b9,FDX308  ,United States,1659915688.0,1659915688,-120.2974,38.9989,6004.56,False,220.11,283.52,-9.75,,6370.32,5621,False,0,1659915689,2022-08-07,19:41:29
ab64b8,AAL2656 ,United States,1659915655.0,1659915655,-94.4248,43.4655,11277.6,False,237.82,96.83,0.0,,11978.64,,False,0,1659915689,2022-08-07,19:41:29
a6ec65,VOC4110 ,United States,1659915688.0,1659915688,-77.2704,-11.7043,1348.74,False,133.44,153.93,-6.5,,1409.7,,False,0,1659915689,2022-08-07,19:41:29
a1a268,N204RT  ,United States,1659915689.0,1659915689,-116.5118,33.4271,4343.4,False,190.63,241.29,0.0,,4572.0,,False,0,1659915689,2022-08-07,19:41:29
aa4551,N761AT  ,United States,1659915637.0,1659915637,-82.585,28.386,830.58,False,56.82,95.19,0.0,,868.68,,False,0,1659915689,2022-08-07,19:41:29
7c6ac9,VDN     ,Australia,1659915688.0,1659915689,153.3974,-28.1028,579.12,False,46.12,141.34,1.63,,647.7,3322,False,0,1659915689,2022-08-07,19:41:29
ace81d,,United States,1659915619.0,1659915633,-80.0226,34.0705,6621.78,False,200.86,334.03,-5.2,,7033.26,,False,0,1659915689,2022-08-07,19:41:29
aa4548,AAL145  ,United States,1659915689.0,1659915689,24.1647,40.3771,9753.6,False,256.89,309.56,0.0,,10248.9,4133,False,0,1659915689,2022-08-07,19:41:29
a4bef6,JBU2104 ,United States,1659915689.0,1659915689,-70.5586,42.3057,3139.44,False,163.1,96.52,4.55,,3322.32,,False,0,1659915689,2022-08-07,19:41:29
aaa863,N786SC  ,United States,1659915632.0,1659915633,-77.4359,38.9587,76.2,False,62.26,180.95,-4.88,,99.06,1715,False,0,1659915689,2022-08-07,19:41:29
c82349,ANZ817M ,New Zealand,1659915689.0,1659915689,175.3251,-38.4356,3741.42,False,118.34,181.0,4.88,,3710.94,,False,0,1659915689,2022-08-07,19:41:29
a2d573,ASA883  ,United States,1659915688.0,1659915689,-104.47,41.0297,10363.2,False,234.28,308.58,0.33,,11026.14,3404,False,0,1659915689,2022-08-07,19:41:29
a6b840,JIA5289 ,United States,1659915689.0,1659915689,-74.2419,40.0345,7010.4,False,226.15,60.87,-0.98,,7437.12,2422,False,0,1659915689,2022-08-07,19:41:29
a45bd7,FFT2147 ,United States,1659915689.0,1659915689,-115.1424,36.0787,,True,7.2,11.25,,,,3634,False,0,1659915689,2022-08-07,19:41:29
a2725d,JSX174  ,United States,1659915689.0,1659915689,-119.3414,35.3626,8892.54,False,205.04,329.38,6.83,,9433.56,2403,False,0,1659915689,2022-08-07,19:41:29
a5dee3,ASA190  ,United States,1659915689.0,1659915689,-92.3144,38.9351,9753.6,False,255.33,275.55,0.0,,10386.06,7117,False,0,1659915689,2022-08-07,19:41:29
aaa875,SWA1459 ,United States,1659915013.0,1659915675,-96.8961,32.8794,365.76,False,144.11,33.35,0.0,,441.96,4111,False,0,1659915689,2022-08-07,19:41:29
a70bd1,DAL2086 ,United States,1659915689.0,1659915689,-82.6392,31.1377,10058.4,False,228.69,357.16,0.0,,10652.76,,False,0,1659915689,2022-08-07,19:41:29
a65560,EJA507  ,United States,1659915686.0,1659915688,-75.4696,38.3896,1158.24,False,149.36,75.44,0.0,,1242.06,2750,False,0,1659915689,2022-08-07,19:41:29
a1fbd9,RPA5864 ,United States,1659915689.0,1659915689,-78.1892,40.7574,9753.6,False,247.65,280.05,-0.33,,10378.44,2300,False,0,1659915689,2022-08-07,19:41:29
a5224a,N43RP   ,United States,1659915689.0,1659915689,-118.0692,34.8658,9448.8,False,203.14,113.9,0.33,,10050.78,,False,0,1659915689,2022-08-07,19:41:29
896c3c,UAF1301 ,United Arab Emirates,1659915689.0,1659915689,-84.0159,40.6733,11582.4,False,249.69,240.64,0.0,,,7021,False,0,1659915689,2022-08-07,19:41:29
a1c88f,MXY298  ,United States,1659915689.0,1659915689,-78.702,35.2988,11262.36,False,218.34,27.05,1.63,,11917.68,0713,False,0,1659915689,2022-08-07,19:41:29
ad4ebc,,United States,1659915489.0,1659915489,-78.8528,9.2953,11582.4,False,226.76,316.93,-0.33,,12298.68,,False,0,1659915689,2022-08-07,19:41:29
a70bc9,JIA5177 ,United States,1659915689.0,1659915689,-87.6399,38.7362,10058.4,False,224.38,144.71,0.0,,10736.58,,False,0,1659915689,2022-08-07,19:41:29
a69bcf,N525DC  ,United States,1659915688.0,1659915689,-87.6776,34.5068,9753.6,False,173.44,276.47,0.33,,10386.06,2641,False,0,1659915689,2022-08-07,19:41:29
c8234a,ANZ682  ,New Zealand,1659915688.0,1659915688,172.4534,-43.8089,11887.2,False,235.72,33.07,0.0,,11765.28,,False,0,1659915689,2022-08-07,19:41:29
aa9eb3,SWA769  ,United States,1659915683.0,1659915688,-76.3467,35.5336,11582.4,False,236.72,204.11,0.0,,12222.48,5620,False,0,1659915689,2022-08-07,19:41:29
a057c7,DAL1363 ,United States,1659915689.0,1659915689,-73.8784,40.7743,-30.48,True,6.94,33.75,,,,7264,False,0,1659915689,2022-08-07,19:41:29
aaa88b,N786TT  ,United States,1659915689.0,1659915689,-104.7223,39.3508,2644.14,False,152.14,316.92,-0.33,,2781.3,2622,False,0,1659915689,2022-08-07,19:41:29
c07193,WJA1117 ,Canada,1659915689.0,1659915689,-83.5742,43.358,11277.6,False,244.77,82.76,0.0,,12009.12,3764,False,0,1659915689,2022-08-07,19:41:29
a9f0d7,N74GR   ,United States,1659915689.0,1659915689,-96.5832,29.1605,6263.64,False,175.52,69.23,-10.4,,6675.12,4562,False,0,1659915689,2022-08-07,19:41:29
7c2496,POL56   ,Australia,1659915338.0,1659915378,137.9622,-33.7174,5486.4,False,129.67,330.79,0.33,,5600.7,3246,False,0,1659915689,2022-08-07,19:41:29
4a08e6,ROT167H ,Romania,1659914841.0,1659915680,33.0216,35.0307,4602.48,False,235.05,118.64,-7.48,,12336.78,7342,False,0,1659915689,2022-08-07,19:41:29
a057d0,N121EC  ,United States,1659915689.0,1659915689,-111.9068,40.4908,1676.4,False,45.8,268.71,-0.65,,1752.6,,False,0,1659915689,2022-08-07,19:41:29
7c6af1,VOZ637  ,Australia,1659915689.0,1659915689,150.1905,-34.1603,4427.22,False,152.35,75.73,-1.95,,4465.32,,False,0,1659915689,2022-08-07,19:41:29
7c6af0,VOZ636  ,Australia,1659915689.0,1659915689,151.1322,-34.0033,1021.08,False,87.04,232.93,5.85,,1104.9,,False,0,1659915689,2022-08-07,19:41:29
ac8577,AAL2001 ,United States,1659915688.0,1659915688,-79.8309,39.9825,9144.0,False,248.73,263.11,0.0,,9738.36,1661,False,0,1659915689,2022-08-07,19:41:29
7c6af8,NVCK1   ,Australia,1659915671.0,1659915682,149.1867,-35.3037,,True,0.0,298.12,,,,,False,0,1659915689,2022-08-07,19:41:29
7c6aee,VEO     ,Australia,1659915688.0,1659915689,151.3694,-32.3697,3657.6,False,145.31,340.35,0.0,,3764.28,1544,False,0,1659915689,2022-08-07,19:41:29
86d6c8,ANA701  ,Japan,1659915689.0,1659915689,137.1984,35.6659,7261.86,False,225.86,24.35,8.78,,7780.02,3440,False,0,1659915689,2022-08-07,19:41:29
aa5820,N766DC  ,United States,1659915661.0,1659915661,-117.0458,34.5864,3360.42,False,93.08,66.55,-0.33,,3543.3,4624,False,0,1659915689,2022-08-07,19:41:29
abb54f,SWA2361 ,United States,1659915680.0,1659915683,-92.3677,29.5396,10668.0,False,228.55,100.37,0.0,,11330.94,4010,False,0,1659915689,2022-08-07,19:41:29
7c6aef,VEP     ,Australia,1659915689.0,1659915689,151.0925,-30.7041,2948.94,False,132.62,211.84,-7.8,,3040.38,3203,False,0,1659915689,2022-08-07,19:41:29
0d0a92,SLI706  ,Mexico,1659915683.0,1659915687,-99.1323,20.2701,7962.9,False,214.92,327.41,5.85,,8450.58,,False,0,1659915689,2022-08-07,19:41:29
7c6ae3,VOZ634  ,Australia,1659915575.0,1659915575,149.1904,-35.3062,480.06,False,0.0,0.0,0.0,,594.36,,False,0,1659915689,2022-08-07,19:41:29
7c6ae2,VEC     ,Australia,1659915565.0,1659915689,149.1945,-35.2975,480.06,False,1.8,272.81,,,601.98,,False,0,1659915689,2022-08-07,19:41:29
7c6ae1,VEB     ,Australia,1659915685.0,1659915688,148.5863,-33.8937,3962.4,False,116.19,16.99,0.0,,4000.5,4053,False,0,1659915689,2022-08-07,19:41:29
ac7256,AAL1187 ,United States,1659915688.0,1659915689,-93.4907,43.4865,11879.58,False,236.82,102.16,0.0,,12603.48,6043,False,0,1659915689,2022-08-07,19:41:29
a65527,NKS635  ,United States,1659915688.0,1659915688,-86.6171,35.8852,10058.4,False,225.97,166.44,-0.33,,10812.78,,False,0,1659915689,2022-08-07,19:41:29
abb579,SWA615  ,United States,1659915687.0,1659915687,-70.697,42.4102,1196.34,False,92.37,265.53,-1.3,,1264.92,6717,False,0,1659915689,2022-08-07,19:41:29
75840b,SRQ6031 ,Philippines,1659915689.0,1659915689,120.9709,13.7736,4572.0,False,117.85,167.91,0.0,,4808.22,,False,0,1659915689,2022-08-07,19:41:29
abb572,N8534S  ,United States,1659915688.0,1659915689,-120.0529,37.7552,2072.64,False,65.55,8.58,2.28,,2148.84,,False,0,1659915689,2022-08-07,19:41:29
abb57a,ASH6061 ,United States,1659915688.0,1659915689,-86.741,36.25,1463.04,False,108.84,18.18,0.0,,1569.72,,False,0,1659915689,2022-08-07,19:41:29
a8e3fa,N672JM  ,United States,1659915688.0,1659915688,-86.6782,30.5154,12496.8,False,171.67,117.87,0.0,,13197.84,5246,False,0,1659915689,2022-08-07,19:41:29
3c64f9,DLH427  ,Germany,1659915689.0,1659915689,-61.9032,47.3204,10957.56,False,262.38,52.57,4.23,,11521.44,3060,False,0,1659915689,2022-08-07,19:41:29
75841b,CEB274  ,Philippines,1659915687.0,1659915687,113.9314,22.3133,,True,1.8,345.94,,,,,False,0,1659915689,2022-08-07,19:41:29
4a08ea,ROT2154 ,Romania,1659915689.0,1659915689,26.2843,43.9254,4023.36,False,178.12,332.1,-7.8,,4259.58,5565,False,0,1659915689,2022-08-07,19:41:29
a57bc6,RPA4856 ,United States,1659915689.0,1659915689,-77.8877,36.6579,8534.4,False,194.06,20.64,0.0,,9083.04,,False,0,1659915689,2022-08-07,19:41:29
ac857b,PDT6209 ,United States,1659915689.0,1659915689,-80.7575,36.0032,6347.46,False,195.73,45.85,5.2,,6743.7,,False,0,1659915689,2022-08-07,19:41:29
a1a286,SKW4797 ,United States,1659915688.0,1659915688,-119.1463,35.3207,8953.5,False,213.38,330.22,7.8,,9525.0,,False,0,1659915689,2022-08-07,19:41:29
3c64ec,DLH439  ,Germany,1659915662.0,1659915662,-85.4137,45.9116,10668.0,False,264.53,56.34,0.0,,11285.22,3416,False,0,1659915689,2022-08-07,19:41:29
a8d249,DAL426  ,United States,1659915689.0,1659915689,-84.9878,38.338,9448.8,False,236.82,115.06,0.0,,10043.16,3603,False,0,1659915689,2022-08-07,19:41:29
7103f3,SVA530  ,Saudi Arabia,1659915683.0,1659915685,53.9484,22.6426,10668.0,False,231.14,97.93,0.0,,11376.66,,False,0,1659915689,2022-08-07,19:41:29
a7b257,N5950E  ,United States,1659915689.0,1659915689,-74.7766,43.2372,10972.8,False,236.34,265.51,-0.33,,11666.22,3456,False,0,1659915689,2022-08-07,19:41:29
0d0a2b,XAVGL   ,Mexico,1659915688.0,1659915688,-99.5193,25.7742,11704.32,False,213.53,88.9,-11.05,,12390.12,,False,0,1659915689,2022-08-07,19:41:29
a64294,NKS1243 ,United States,1659915689.0,1659915689,-81.358,29.8994,11277.6,False,229.06,347.68,0.0,,11917.68,1574,False,0,1659915689,2022-08-07,19:41:29
e49246,TAM3245 ,Brazil,1659915689.0,1659915689,-46.2468,-22.5365,5516.88,False,177.3,188.34,-8.45,,5806.44,,False,0,1659915689,2022-08-07,19:41:29
e49247,TAM3745 ,Brazil,1659915689.0,1659915689,-37.8945,-9.8615,10965.18,False,228.49,237.6,0.0,,11628.12,,False,0,1659915689,2022-08-07,19:41:29
a7b255,N5950C  ,United States,1659915689.0,1659915689,-112.5775,46.0227,8549.64,False,210.51,299.26,6.83,,9060.18,,False,0,1659915689,2022-08-07,19:41:29
a94bff,,United States,1659915489.0,1659915489,-125.3295,36.0778,10058.4,False,273.6,58.61,0.0,,10538.46,,False,0,1659915689,2022-08-07,19:41:29
ae13be,DRAGN59 ,United States,1659915689.0,1659915689,-97.6865,36.7077,4488.18,False,54.55,195.87,9.1,,4747.26,,False,0,1659915689,2022-08-07,19:41:29
abfc97,SWA2623 ,United States,1659915689.0,1659915689,-115.108,36.0765,937.26,False,97.75,89.4,8.78,,929.64,5701,False,0,1659915689,2022-08-07,19:41:29
ae13bf,SLOW31  ,United States,1659915688.0,1659915689,-97.4936,36.0117,3970.02,False,153.94,27.68,0.98,,4236.72,,False,0,1659915689,2022-08-07,19:41:29
861ebc,JAL141  ,Japan,1659915688.0,1659915688,140.3806,38.6102,7620.0,False,247.2,6.93,-0.33,,8092.44,5473,False,0,1659915689,2022-08-07,19:41:29
a76277,WSN3    ,United States,1659915688.0,1659915689,-119.6417,34.3985,5402.58,False,114.97,316.09,7.8,,5707.38,,False,0,1659915689,2022-08-07,19:41:29
a7626b,EJA575  ,United States,1659915686.0,1659915688,-121.9237,37.357,7.62,False,137.97,340.62,-4.23,,205.74,,False,0,1659915689,2022-08-07,19:41:29
861ef8,ANA531  ,Japan,1659915689.0,1659915689,134.4656,34.4967,2301.24,False,141.41,214.33,-5.2,,2430.78,4655,False,0,1659915689,2022-08-07,19:41:29
842250,,Japan,1659915614.0,1659915619,135.2427,34.4314,,True,1.03,337.5,,,,,False,0,1659915689,2022-08-07,19:41:29
0d0a4c,SLI679  ,Mexico,1659915689.0,1659915689,-98.9901,18.8429,5082.54,False,147.21,292.17,-1.3,,5379.72,,False,0,1659915689,2022-08-07,19:41:29
a1fd03,SWA1833 ,United States,1659915689.0,1659915689,-76.7873,39.1803,403.86,False,210.19,82.41,-5.2,,822.96,2623,False,0,1659915689,2022-08-07,19:41:29
a07a15,N13NS   ,United States,1659915553.0,1659915553,-111.5536,40.3139,3413.76,False,66.37,122.33,0.98,,3611.88,,False,0,1659915689,2022-08-07,19:41:29
a0a7d6,N141QS  ,United States,1659915688.0,1659915688,-63.1489,45.4327,13106.4,False,237.2,251.01,0.33,,13784.58,,False,0,1659915689,2022-08-07,19:41:29
0d0a64,VTM434  ,Mexico,1659915689.0,1659915689,-96.0535,30.759,6728.46,False,145.58,229.44,1.63,,7132.32,,False,0,1659915689,2022-08-07,19:41:29
861ede,JAL252  ,Japan,1659915688.0,1659915688,139.4529,34.4361,6035.04,False,186.51,73.16,-2.93,,6423.66,1770,False,0,1659915689,2022-08-07,19:41:29
e49234,TAM3969 ,Brazil,1659915552.0,1659915552,-46.5885,-23.4662,1257.3,False,78.79,73.69,-4.88,,1348.74,,False,0,1659915689,2022-08-07,19:41:29
a8d206,AAL2780 ,United States,1659915689.0,1659915689,-115.2525,33.3952,10058.4,False,242.27,98.3,0.0,,10698.48,2456,False,0,1659915689,2022-08-07,19:41:29
a7888c,ASA312  ,United States,1659915689.0,1659915689,-122.1132,43.9485,10668.0,False,220.83,182.0,-0.33,,11209.02,1543,False,0,1659915689,2022-08-07,19:41:29
a1a1b6,RPA5703 ,United States,1659915689.0,1659915689,-73.3658,40.8714,2095.5,False,153.29,32.25,0.0,,2232.66,2052,False,0,1659915689,2022-08-07,19:41:29
a7889b,N585BG  ,United States,1659915663.0,1659915688,-89.2707,29.9943,7132.32,False,176.49,77.54,-4.88,,7566.66,,False,0,1659915689,2022-08-07,19:41:29
39d304,TVF4808 ,France,1659915689.0,1659915689,6.3118,43.893,11277.6,False,243.19,152.95,0.33,,11765.28,5664,False,0,1659915689,2022-08-07,19:41:29
aa589c,JBU815  ,United States,1659915689.0,1659915689,-89.2405,39.2535,10363.2,False,256.31,248.33,0.0,,11064.24,7013,False,0,1659915689,2022-08-07,19:41:29
861eb4,ADO12   ,Japan,1659915687.0,1659915687,140.9459,38.8074,11582.4,False,237.1,193.04,0.0,,12321.54,,False,0,1659915689,2022-08-07,19:41:29
0d0a19,VOI874  ,Mexico,1659915689.0,1659915689,-95.949,29.5678,3124.2,False,152.88,20.69,-9.1,,3322.32,2651,False,0,1659915689,2022-08-07,19:41:29
a031bd,AAL1449 ,United States,1659915688.0,1659915689,-77.9918,38.156,9144.0,False,228.44,221.8,0.0,,9738.36,1556,False,0,1659915689,2022-08-07,19:41:29
a7c55b,MLN601  ,United States,1659915689.0,1659915689,-84.9518,41.7014,9776.46,False,242.88,105.48,4.88,,10439.4,6542,False,0,1659915689,2022-08-07,19:41:29
abc80c,SWA2141 ,United States,1659915421.0,1659915421,-115.6076,35.446,7688.58,False,214.48,227.62,7.15,,7680.96,4603,False,0,1659915689,2022-08-07,19:41:29
7103d7,SVA5622 ,Saudi Arabia,1659915651.0,1659915666,99.39,5.0679,11887.2,False,232.73,111.12,-0.33,,12588.24,,False,0,1659915689,2022-08-07,19:41:29
a8955e,NKS1802 ,United States,1659915689.0,1659915689,-76.6617,38.0699,7399.02,False,224.58,177.11,6.83,,7863.84,5543,False,0,1659915689,2022-08-07,19:41:29
c0712e,WJA191  ,Canada,1659915688.0,1659915689,-116.814,50.6722,10965.18,False,200.9,248.36,0.0,,11445.24,,False,0,1659915689,2022-08-07,19:41:29
ab6526,SCX212  ,United States,1659915689.0,1659915689,-81.2608,35.8889,10363.2,False,232.65,320.11,0.33,,10995.66,,False,0,1659915689,2022-08-07,19:41:29
