icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,epoch_time,date,time
ab1644,UAL2488 ,United States,1659915688.0,1659915688,-119.9145,39.1251,10660.38,False,259.03,69.3,0.0,,11285.22,3672,False,0,1659915689,2022-08-07,19:41:29
aa9321,UAL948  ,United States,1659915689.0,1659915689,-122.3738,37.6182,-15.24,False,75.93,297.43,0.98,,-30.48,3726,False,0,1659915689,2022-08-07,19:41:29
7c1bd8,FSA     ,Australia,1659915689.0,1659915689,142.6725,-39.0906,243.84,False,62.3,272.37,0.0,,312.42,,False,0,1659915689,2022-08-07,19:41:29
a3b87f,DAL802  ,United States,1659915688.0,1659915689,-91.8411,44.7593,5730.24,False,172.24,291.74,-9.75,,6065.52,4010,False,0,1659915689,2022-08-07,19:41:29
a4b205,N401TD  ,United States,1659915689.0,1659915689,-73.9975,40.705,167.64,False,42.19,254.44,1.3,,190.5,1200,False,0,1659915689,2022-08-07,19:41:29
a2cbca,N28BQ   ,United States,1659915689.0,1659915689,-96.8917,32.9639,769.62,False,105.38,202.68,-4.88,,822.96,2121,False,0,1659915689,2022-08-07,19:41:29
a5f845,N484JH  ,United States,1659915689.0,1659915689,-119.8666,34.6821,10972.8,False,177.16,314.41,0.0,,11628.12,,False,0,1659915689,2022-08-07,19:41:29
acdfa6,AAL1084 ,United States,1659915689.0,1659915689,-83.5276,33.6947,10355.58,False,228.07,59.5,1.3,,11003.28,2447,False,0,1659915689,2022-08-07,19:41:29
51111d,TOM2YE  ,Estonia,1659915682.0,1659915689,-6.6232,51.2858,10980.42,False,229.44,359.87,0.0,,11468.1,7450,False,0,1659915689,2022-08-07,19:41:29
aae316,AAL1848 ,United States,1659915689.0,1659915689,-83.5951,29.2091,11277.6,False,215.31,79.12,0.33,,11940.54,,False,0,1659915689,2022-08-07,19:41:29
a3ebe2,N3517S  ,United States,1659915542.0,1659915689,-96.3272,33.1712,1127.76,False,30.42,183.88,-4.23,,1188.72,,False,0,1659915689,2022-08-07,19:41:29
acdfa0,DPJ929  ,United States,1659915689.0,1659915689,-100.23,39.0036,12504.42,False,204.83,91.58,-0.33,,13289.28,2714,False,0,1659915689,2022-08-07,19:41:29
a4b21b,UAL2198 ,United States,1659915689.0,1659915689,-94.6733,36.6355,8846.82,False,230.72,43.37,0.33,,9441.18,7236,False,0,1659915689,2022-08-07,19:41:29
aa9300,UAL44   ,United States,1659915689.0,1659915689,-120.8309,38.8651,8389.62,False,269.99,53.52,5.53,,8877.3,,False,0,1659915689,2022-08-07,19:41:29
a950ff,N7MR    ,United States,1659915685.0,1659915687,-121.8459,46.9425,7635.24,False,225.86,118.73,9.75,,8061.96,1662,False,0,1659915689,2022-08-07,19:41:29
a1befc,UAL2035 ,United States,1659915674.0,1659915675,-98.7256,43.6,11277.6,False,284.29,87.3,0.0,,11955.78,,False,0,1659915689,2022-08-07,19:41:29
851914,JAL2001 ,Japan,1659915689.0,1659915689,137.07,35.9225,10447.02,False,231.24,31.07,11.05,,11201.4,2111,False,0,1659915689,2022-08-07,19:41:29
c07d1a,HRT373  ,Canada,1659915689.0,1659915689,-76.6504,45.2244,11582.4,False,179.63,238.59,-0.33,,12291.06,6551,False,0,1659915689,2022-08-07,19:41:29
acdfab,DAL1508 ,United States,1659915689.0,1659915689,-86.0854,42.0529,10058.4,False,241.76,70.87,0.0,,10751.82,1153,False,0,1659915689,2022-08-07,19:41:29
a84515,N6319Q  ,United States,,1659915626,,,,False,69.48,181.7,-0.65,,,,False,0,1659915689,2022-08-07,19:41:29
ac2320,N881SD  ,United States,1659915679.0,1659915679,-117.1199,32.7557,434.34,False,36.12,197.4,-0.65,,411.48,,False,0,1659915689,2022-08-07,19:41:29
a1025a,UPS1328 ,United States,1659915688.0,1659915688,-82.3333,31.2129,4069.08,False,195.99,159.57,-4.88,,4328.16,6727,False,0,1659915689,2022-08-07,19:41:29
a2355d,SKW3639 ,United States,1659915688.0,1659915689,-122.4654,47.3925,2339.34,False,105.46,180.28,-6.18,,2461.26,4172,False,0,1659915689,2022-08-07,19:41:29
adeca5,AAL2769 ,United States,1659915469.0,1659915469,-106.4746,38.155,9448.8,False,245.41,156.66,0.0,,10058.4,2577,False,0,1659915689,2022-08-07,19:41:29
a2228b,ASA698  ,United States,1659915689.0,1659915689,-99.5301,33.6564,10363.2,False,244.13,313.89,-0.33,,11026.14,7202,False,0,1659915689,2022-08-07,19:41:29
abacd2,UAL2167 ,United States,1659915679.0,1659915689,-73.8749,40.7787,-30.48,True,0.0,303.75,,,,2317,False,0,1659915689,2022-08-07,19:41:29
a3b849,N339LS  ,United States,1659915689.0,1659915689,-109.1449,35.5748,13106.4,False,251.04,299.19,0.0,,13860.78,0723,False,0,1659915689,2022-08-07,19:41:29
4acb02,NSZ3647 ,Sweden,1659915688.0,1659915689,11.6134,54.0795,10111.74,False,234.28,17.64,0.33,,10469.88,2750,False,0,1659915689,2022-08-07,19:41:29
e80259,LPE2138 ,Chile,1659915672.0,1659915673,-77.1454,-11.9589,335.28,False,68.1,154.02,-2.93,,388.62,,False,0,1659915689,2022-08-07,19:41:29
ab0361,AAL2962 ,United States,1659915688.0,1659915689,-79.2489,37.2393,8572.5,False,250.41,214.11,8.45,,9090.66,5753,False,0,1659915689,2022-08-07,19:41:29
7c725f,WVL     ,Australia,1659915689.0,1659915689,143.7792,-38.132,1767.84,False,64.01,28.83,4.23,,1836.42,,False,0,1659915689,2022-08-07,19:41:29
e8024c,LAN405  ,Chile,1659915616.0,1659915677,-61.7134,-34.3737,10965.18,False,208.67,280.37,0.0,,11010.9,6030,False,0,1659915689,2022-08-07,19:41:29
abf008,SWA2698 ,United States,1659915689.0,1659915689,-101.4359,39.7477,10980.42,False,224.22,254.02,0.0,,11681.46,3127,False,0,1659915689,2022-08-07,19:41:29
acdfcc,KAP194  ,United States,1659915452.0,1659915452,-90.8119,40.1359,1600.2,False,76.2,236.85,-2.28,,1714.5,,False,0,1659915689,2022-08-07,19:41:29
c02290,CFNCH   ,Canada,1659915689.0,1659915689,-115.2063,51.0459,2065.02,False,60.2,89.02,2.93,,2125.98,,False,0,1659915689,2022-08-07,19:41:29
a53ec4,SKW6957 ,United States,1659915688.0,1659915688,-105.7106,41.8154,10363.2,False,219.71,296.57,0.0,,11010.9,6243,False,0,1659915689,2022-08-07,19:41:29
a963f7,FFT1065 ,United States,1659915688.0,1659915689,-81.1479,29.1367,3566.16,False,174.74,158.95,-9.75,,3794.76,6675,False,0,1659915689,2022-08-07,19:41:29
ac234f,UAL1641 ,United States,1659915689.0,1659915689,-83.8251,39.2515,10363.2,False,242.95,243.33,2.93,,10896.6,6433,False,0,1659915689,2022-08-07,19:41:29
471efa,WZZ3353 ,Hungary,1659915688.0,1659915688,15.5091,42.6492,10668.0,False,236.09,72.63,-0.33,,11178.54,1243,False,0,1659915689,2022-08-07,19:41:29
a3a538,FFT2702 ,United States,1659915689.0,1659915689,-112.0293,33.4309,594.36,False,77.76,267.35,13.0,,556.26,,False,0,1659915689,2022-08-07,19:41:29
471efe,WZZ10BA ,Hungary,1659915668.0,1659915689,19.5271,41.6917,1775.46,False,107.07,109.65,-4.88,,1905.0,0734,False,0,1659915689,2022-08-07,19:41:29
e80279,LPE2409 ,Chile,1659914018.0,1659915549,-84.2101,9.9935,,True,235.49,159.94,0.0,,,,False,0,1659915689,2022-08-07,19:41:29
e80274,LPE2117 ,Chile,,1659915689,,,,False,109.24,93.24,-1.3,,,,False,0,1659915689,2022-08-07,19:41:29
7c1bee,VOZ1481 ,Australia,1659915689.0,1659915689,116.7181,-31.1178,6629.4,False,178.99,26.27,6.18,,6659.88,1416,False,0,1659915689,2022-08-07,19:41:29
a34268,SKW3535 ,United States,1659915689.0,1659915689,-81.1576,40.6823,5501.64,False,180.62,285.7,7.8,,5821.68,,False,0,1659915689,2022-08-07,19:41:29
adecb6,DAL2275 ,United States,1659915689.0,1659915689,-96.2999,32.9088,3810.0,False,195.36,68.37,7.8,,4061.46,,False,0,1659915689,2022-08-07,19:41:29
abf025,SWA2270 ,United States,1659915688.0,1659915688,-78.8796,28.4875,10668.0,False,236.96,8.11,2.6,,11239.5,,False,0,1659915689,2022-08-07,19:41:29
a8dc84,WDY670  ,United States,1659915689.0,1659915689,-103.2688,39.2342,12512.04,False,249.07,75.16,0.65,,13243.56,2032,False,0,1659915689,2022-08-07,19:41:29
7c1bdd,FSF     ,Australia,1659915689.0,1659915689,150.8098,-34.2371,2575.56,False,69.53,192.39,3.58,,2651.76,,False,0,1659915689,2022-08-07,19:41:29
505f15,IAW282  ,Slovakia,1659915689.0,1659915689,27.5366,44.1053,12496.8,False,234.59,138.02,0.0,,13075.92,4553,False,0,1659915689,2022-08-07,19:41:29
ad3012,N949RD  ,United States,1659915689.0,1659915689,-122.1043,48.1565,739.14,False,82.37,177.85,-0.33,,762.0,,False,0,1659915689,2022-08-07,19:41:29
c02267,ASP473  ,Canada,1659915689.0,1659915689,-77.7914,42.4371,5486.4,False,179.89,305.69,0.0,,5768.34,2763,False,0,1659915689,2022-08-07,19:41:29
a9522d,N7ZT    ,United States,1659915688.0,1659915688,-117.4438,33.0881,1493.52,False,84.16,253.67,5.85,,1554.48,,False,0,1659915689,2022-08-07,19:41:29
abad94,SWA235  ,United States,1659915689.0,1659915689,-80.3254,26.0779,800.1,False,118.38,91.74,-7.48,,876.3,,False,0,1659915689,2022-08-07,19:41:29
a4b294,RPA4815 ,United States,1659915688.0,1659915689,-82.1695,41.2953,10058.4,False,243.73,61.92,0.33,,10744.2,,False,0,1659915689,2022-08-07,19:41:29
aae1f5,N800AZ  ,United States,1659915689.0,1659915689,-82.1084,39.546,7513.32,False,181.0,69.71,-2.6,,8001.0,,False,0,1659915689,2022-08-07,19:41:29
a02a0d,N11CA   ,United States,1659915689.0,1659915689,-84.3465,34.0434,1104.9,False,49.32,16.36,0.33,,1173.48,,False,0,1659915689,2022-08-07,19:41:29
aae1f4,EDV5162 ,United States,1659915689.0,1659915689,-83.9378,43.3077,4549.14,False,214.92,147.41,-0.33,,4770.12,,False,0,1659915689,2022-08-07,19:41:29
a96577,DAL458  ,United States,1659915688.0,1659915689,-73.4434,43.0179,10233.66,False,232.09,277.77,4.88,,10850.88,2414,False,0,1659915689,2022-08-07,19:41:29
471ee0,WZZ109H ,Hungary,1659915689.0,1659915689,23.9264,54.1966,4800.6,False,199.54,69.79,-8.45,,5036.82,0403,False,0,1659915689,2022-08-07,19:41:29
4bb5d6,MNB9346 ,Turkey,1659915689.0,1659915689,14.2396,50.6092,9144.0,False,248.17,131.55,4.88,,9532.62,1405,False,0,1659915689,2022-08-07,19:41:29
471ee2,WZZ1181 ,Hungary,1659915689.0,1659915689,-8.1637,39.2053,6134.1,False,213.51,63.99,8.78,,6553.2,1141,False,0,1659915689,2022-08-07,19:41:29
3455d7,VOE24MD ,Spain,1659915688.0,1659915689,6.7541,44.766,10965.18,False,204.34,301.41,0.33,,11445.24,1000,False,0,1659915689,2022-08-07,19:41:29
3455d9,VOE28TW ,Spain,1659915688.0,1659915689,3.5188,49.9892,3680.46,False,216.04,325.48,0.0,,4183.38,1000,False,0,1659915689,2022-08-07,19:41:29
adb7ee,SKW5424 ,United States,1659915689.0,1659915689,-109.0453,32.4341,9144.0,False,234.52,231.14,-0.33,,9715.5,,False,0,1659915689,2022-08-07,19:41:29
3c5ee6,EWG7P   ,Germany,1659915689.0,1659915689,6.0972,44.0151,11590.02,False,225.71,25.81,-0.33,,12077.7,5552,False,0,1659915689,2022-08-07,19:41:29
c0227b,NBM1124 ,Canada,1659915688.0,1659915689,-79.0935,43.1481,4853.94,False,183.51,309.31,-9.1,,5105.4,2713,False,0,1659915689,2022-08-07,19:41:29
3455c1,IBE6253 ,Spain,1659915677.0,1659915682,-73.7951,40.6414,,True,0.0,2.81,,,,7335,False,0,1659915689,2022-08-07,19:41:29
a6f280,LXJ547  ,United States,1659915674.0,1659915674,-94.0744,42.5381,13716.0,False,242.46,92.07,-0.33,,14470.38,1416,False,0,1659915689,2022-08-07,19:41:29
ad41cd,SWA6156 ,United States,1659915689.0,1659915689,-96.7566,32.8257,1470.66,False,127.04,10.26,10.73,,1554.48,,False,0,1659915689,2022-08-07,19:41:29
e8022a,LPE2382 ,Chile,1659915689.0,1659915689,-48.1237,-22.7161,9098.28,False,250.38,109.07,-8.45,,9555.48,,False,0,1659915689,2022-08-07,19:41:29
ad41eb,CRE417  ,United States,1659915686.0,1659915686,-87.8966,42.9522,,True,9.26,25.31,,,,0741,False,0,1659915689,2022-08-07,19:41:29
a34294,,United States,1659915688.0,1659915688,-94.0993,44.7059,5143.5,False,206.63,72.47,-9.75,,,,False,0,1659915689,2022-08-07,19:41:29
a5d28e,UAL1473 ,United States,1659915689.0,1659915689,-74.5573,40.8079,1752.6,False,149.2,28.86,-5.53,,1859.28,1134,False,0,1659915689,2022-08-07,19:41:29
e80247,LAN771  ,Chile,1659915686.0,1659915686,-43.3818,-22.7329,1203.96,False,141.99,306.45,12.03,,1257.3,,False,0,1659915689,2022-08-07,19:41:29
478854,SAS908  ,Norway,1659915689.0,1659915689,-70.691,42.5947,11277.6,False,229.18,25.53,-0.33,,11978.64,3313,False,0,1659915689,2022-08-07,19:41:29
4cc2c5,ICE680  ,Iceland,1659915688.0,1659915689,-115.9638,51.4728,10668.0,False,244.88,52.77,0.0,,11109.96,,False,0,1659915689,2022-08-07,19:41:29
c07bbe,WJA717  ,Canada,1659915689.0,1659915689,-121.6533,48.442,6957.06,False,198.8,295.77,-18.21,,7368.54,6304,False,0,1659915689,2022-08-07,19:41:29
c0487a,CGBLP   ,Canada,1659915689.0,1659915689,-123.6413,49.4353,739.14,False,48.64,280.36,0.65,,762.0,,False,0,1659915689,2022-08-07,19:41:29
a7bba1,FDX948  ,United States,1659915681.0,1659915689,-119.0635,32.9934,10965.18,False,245.85,257.19,-0.33,,11650.98,6250,False,0,1659915689,2022-08-07,19:41:29
4cc2ae,ICE9V   ,Iceland,1659915689.0,1659915689,-87.7411,41.9659,807.72,False,88.48,270.0,-4.23,,838.2,0537,False,0,1659915689,2022-08-07,19:41:29
a8452f,PDT6144 ,United States,1659915688.0,1659915688,-82.4017,35.5561,1737.36,False,118.91,310.79,-0.65,,1874.52,,False,0,1659915689,2022-08-07,19:41:29
a40d0d,N360HT  ,United States,1659915689.0,1659915689,-81.4737,28.4848,274.32,False,60.8,246.04,-0.98,,327.66,,False,0,1659915689,2022-08-07,19:41:29
a6189c,GTI812  ,United States,1659915502.0,1659915558,-166.5982,58.1717,10668.0,False,275.88,64.25,0.0,,10896.6,,False,0,1659915689,2022-08-07,19:41:29
a4b259,SWA251  ,United States,1659915689.0,1659915689,-83.1489,39.6065,3307.08,False,177.23,74.51,0.0,,3497.58,1016,False,0,1659915689,2022-08-07,19:41:29
46b822,AEE928  ,Greece,1659915685.0,1659915689,31.5354,33.9626,9441.18,False,250.9,122.35,0.0,,10073.64,7424,False,0,1659915689,2022-08-07,19:41:29
46b823,AEE609  ,Greece,1659915689.0,1659915689,15.4083,45.2284,10675.62,False,234.38,133.22,0.0,,11170.92,1144,False,0,1659915689,2022-08-07,19:41:29
46b826,AEE712  ,Greece,1659915689.0,1659915689,2.3408,41.08,1760.22,False,141.92,276.66,-8.13,,1927.86,1742,False,0,1659915689,2022-08-07,19:41:29
aa099e,JBU2604 ,United States,1659915676.0,1659915686,-69.6752,18.4286,,True,0.0,28.12,,,,,False,0,1659915689,2022-08-07,19:41:29
440237,EJU61GU ,Austria,1659915688.0,1659915689,-7.1574,42.6171,9456.42,False,203.89,220.81,-4.88,,10005.06,7656,False,0,1659915689,2022-08-07,19:41:29
a8eea1,DAL2152 ,United States,1659915688.0,1659915688,-88.907,30.8595,8595.36,False,245.37,54.64,4.23,,9128.76,,False,0,1659915689,2022-08-07,19:41:29
4cc2a5,ICE664  ,Iceland,1659915689.0,1659915689,-114.736,49.9986,10668.0,False,249.04,48.94,0.0,,11155.68,6665,False,0,1659915689,2022-08-07,19:41:29
adda92,FDX500  ,United States,1659915688.0,1659915688,-77.1198,40.1755,1478.28,False,142.49,96.84,0.33,,1569.72,7660,False,0,1659915689,2022-08-07,19:41:29
4cc2a6,,Iceland,1659915542.0,1659915542,-103.5142,48.5569,11582.4,False,228.49,207.49,0.0,,,,False,0,1659915689,2022-08-07,19:41:29
a8321a,GXA110  ,United States,1659915679.0,1659915681,-76.6609,35.1547,11887.2,False,227.27,18.07,0.33,,12542.52,,False,0,1659915689,2022-08-07,19:41:29
aa3ce7,EJA759  ,United States,1659915684.0,1659915688,-115.0637,35.3445,10363.2,False,243.41,250.49,0.0,,11010.9,4625,False,0,1659915689,2022-08-07,19:41:29
851958,JAL200  ,Japan,1659915689.0,1659915689,140.0767,35.3985,2575.56,False,140.53,42.63,-4.88,,2766.06,2042,False,0,1659915689,2022-08-07,19:41:29
aaf617,SCX285  ,United States,1659915688.0,1659915689,-121.9283,47.7204,4244.34,False,171.88,222.33,0.0,,4480.56,4147,False,0,1659915689,2022-08-07,19:41:29
a247f0,SKW3538 ,United States,1659915688.0,1659915689,-93.1068,44.7139,1813.56,False,123.96,121.25,-5.2,,1874.52,,False,0,1659915689,2022-08-07,19:41:29
a39d11,UCA4310 ,United States,1659915689.0,1659915689,-76.2597,39.1481,6096.0,False,206.91,81.71,0.33,,6492.24,0575,False,0,1659915689,2022-08-07,19:41:29
a8320e,UPS83   ,United States,1659915644.0,1659915646,127.7069,37.5401,4480.56,False,239.52,78.98,8.78,,4716.78,4310,False,0,1659915689,2022-08-07,19:41:29
e80207,ARE4261 ,Chile,,1659915688,,,,False,211.05,125.98,3.9,,,,False,0,1659915689,2022-08-07,19:41:29
ad690d,N963U   ,United States,1659915689.0,1659915689,-98.3063,33.7296,6294.12,False,232.14,133.74,-12.35,,6697.98,3730,False,0,1659915689,2022-08-07,19:41:29
aa931d,UAL955  ,United States,1659915689.0,1659915689,29.5515,41.4627,9753.6,False,256.96,336.77,0.0,,10248.9,,False,0,1659915689,2022-08-07,19:41:29
a7bbb2,LXJ598  ,United States,1659915689.0,1659915689,-73.0131,40.8656,868.68,False,123.15,251.49,0.33,,929.64,3354,False,0,1659915689,2022-08-07,19:41:29
a2ba48,ENY4028 ,United States,1659915689.0,1659915689,-80.9504,41.129,9144.0,False,232.6,271.39,0.0,,9700.26,7357,False,0,1659915689,2022-08-07,19:41:29
a4fa17,PVO479  ,United States,1659915689.0,1659915689,-90.0155,33.3236,11887.2,False,223.04,108.56,0.0,,12595.86,1770,False,0,1659915689,2022-08-07,19:41:29
a1ad90,VTE207  ,United States,1659915689.0,1659915689,-80.8742,28.9676,9753.6,False,231.89,160.16,0.33,,10317.48,,False,0,1659915689,2022-08-07,19:41:29
7cf9f8,RLTS    ,Australia,1659915689.0,1659915689,152.5451,-27.8609,3657.6,False,133.26,199.62,0.33,,3779.52,1076,False,0,1659915689,2022-08-07,19:41:29
a3ed69,DAL1722 ,United States,1659915685.0,1659915685,-91.3823,35.3266,10972.8,False,253.53,333.23,0.33,,11620.5,4050,False,0,1659915689,2022-08-07,19:41:29
a88d04,N650CZ  ,United States,1659915689.0,1659915689,-96.6569,38.4077,10469.88,False,214.48,67.43,-10.4,,11170.92,1320,False,0,1659915689,2022-08-07,19:41:29
a4c4ae,UAL1218 ,United States,1659915674.0,1659915681,-74.1717,40.6948,,True,0.0,329.06,,,,3047,False,0,1659915689,2022-08-07,19:41:29
c03517,WJA1535 ,Canada,1659915661.0,1659915663,-95.333,30.1199,1188.72,False,144.95,342.02,0.0,,1272.54,,False,0,1659915689,2022-08-07,19:41:29
885221,THA917  ,Thailand,1659915590.0,1659915594,33.1987,42.4478,11277.6,False,276.98,99.51,0.0,,11849.1,5224,False,0,1659915689,2022-08-07,19:41:29
ab5d2c,DAL21   ,United States,1659915689.0,1659915689,-113.6741,50.6987,10363.2,False,234.25,234.56,-0.33,,10820.4,,False,0,1659915689,2022-08-07,19:41:29
a39d70,N332CA  ,United States,1659915676.0,1659915676,-84.295,33.8885,304.8,False,61.72,201.0,-3.9,,335.28,5417,False,0,1659915689,2022-08-07,19:41:29
8014b4,IGO1403 ,India,1659915658.0,1659915658,50.6198,26.2788,167.64,False,74.49,122.59,-3.9,,15.24,,False,0,1659915689,2022-08-07,19:41:29
a737c7,SWA817  ,United States,1659915689.0,1659915689,-95.8559,29.4835,2910.84,False,147.85,55.2,-6.18,,3116.58,,False,0,1659915689,2022-08-07,19:41:29
a26a4f,ATN3294 ,United States,1659915687.0,1659915689,-83.2821,39.4896,4579.62,False,198.42,247.76,-9.43,,4922.52,1554,False,0,1659915689,2022-08-07,19:41:29
c0481b,ROU1885 ,Canada,1659915688.0,1659915688,-84.8676,27.5709,10675.62,False,219.34,32.65,0.0,,11315.7,,False,0,1659915689,2022-08-07,19:41:29
c0481c,ROU1752 ,Canada,1659915689.0,1659915689,-80.5178,27.6453,10965.18,False,237.23,181.37,0.65,,11567.16,1012,False,0,1659915689,2022-08-07,19:41:29
a4d7ec,N411AW  ,United States,1659915680.0,1659915686,-100.8186,37.016,10675.62,False,175.53,145.15,-0.65,,11391.9,2771,False,0,1659915689,2022-08-07,19:41:29
a2cd61,N28TX   ,United States,1659915686.0,1659915687,-93.5804,43.0638,9806.94,False,218.73,275.8,-11.38,,10424.16,5674,False,0,1659915689,2022-08-07,19:41:29
a63a19,N500BR  ,United States,1659915688.0,1659915688,-86.1761,35.5393,6659.88,False,131.39,104.74,-1.95,,7071.36,,False,0,1659915689,2022-08-07,19:41:29
a00929,RPA4765 ,United States,1659915688.0,1659915688,-81.7335,41.1782,3002.28,False,151.83,1.75,-6.5,,3177.54,1604,False,0,1659915689,2022-08-07,19:41:29
a3ed84,N352PD  ,United States,1659915508.0,1659915508,-72.8317,40.8274,304.8,False,66.22,80.61,0.98,,274.32,,False,0,1659915689,2022-08-07,19:41:29
a64d4d,JBU860  ,United States,1659915689.0,1659915689,-76.3034,36.7301,10058.4,False,234.83,21.06,0.33,,10690.86,,False,0,1659915689,2022-08-07,19:41:29
accd18,DAL1622 ,United States,1659915688.0,1659915688,-85.5995,43.1652,7010.4,False,214.77,92.75,0.33,,7437.12,6530,False,0,1659915689,2022-08-07,19:41:29
a26a3e,N255BV  ,United States,1659915689.0,1659915689,-89.0078,42.944,11887.2,False,251.95,105.03,-0.33,,12649.2,3570,False,0,1659915689,2022-08-07,19:41:29
a091f3,EDV5435 ,United States,1659915545.0,1659915545,-73.8803,40.7769,,True,0.0,30.94,,,,2266,False,0,1659915689,2022-08-07,19:41:29
e07584,ARG1243 ,Argentina,1659915689.0,1659915689,-50.3981,-27.7088,11582.4,False,203.03,223.77,0.0,,11978.64,,False,0,1659915689,2022-08-07,19:41:29
e07582,ARG1464 ,Argentina,1659915655.0,1659915663,-59.8317,-32.6154,11582.4,False,208.07,325.17,0.33,,11719.56,1733,False,0,1659915689,2022-08-07,19:41:29
a3ed7c,DAL417  ,United States,1659915689.0,1659915689,-75.0495,39.7496,5554.98,False,218.59,33.58,-13.98,,5935.98,6020,False,0,1659915689,2022-08-07,19:41:29
a39d4d,WSN332  ,United States,1659915689.0,1659915689,-117.763,33.9485,929.64,False,105.07,267.19,-0.33,,937.26,4547,False,0,1659915689,2022-08-07,19:41:29
a40d2e,WCC36   ,United States,1659915689.0,1659915689,-118.1065,33.5571,3002.28,False,103.06,301.94,8.13,,3177.54,6773,False,0,1659915689,2022-08-07,19:41:29
aa3d12,N759SK  ,United States,1659915420.0,1659915422,-119.0727,34.2135,121.92,False,40.13,270.73,-2.28,,60.96,,False,0,1659915689,2022-08-07,19:41:29
a63a40,N500DE  ,United States,1659915688.0,1659915688,-82.466,41.7163,3832.86,False,180.43,342.24,-10.08,,4038.6,,False,0,1659915689,2022-08-07,19:41:29
a39d51,JCM332  ,United States,1659915598.0,1659915600,-86.6584,36.136,129.54,False,62.64,197.69,-2.6,,167.64,,False,0,1659915689,2022-08-07,19:41:29
c81d8e,ANZ699  ,New Zealand,1659915689.0,1659915689,171.5031,-41.5305,10363.2,False,236.9,214.83,0.0,,10210.8,,False,0,1659915689,2022-08-07,19:41:29
a3ed91,AAL638  ,United States,1659915687.0,1659915689,-94.3042,38.4979,10972.8,False,237.31,246.49,0.0,,11704.32,,False,0,1659915689,2022-08-07,19:41:29
aaf4c8,DAL822  ,United States,1659915684.0,1659915689,-108.711,31.957,10058.4,False,236.74,100.14,0.0,,10660.38,2030,False,0,1659915689,2022-08-07,19:41:29
aaf4d3,N805DZ  ,United States,1659915689.0,1659915689,-120.4897,34.7648,3627.12,False,66.93,325.33,6.5,,3848.1,,False,0,1659915689,2022-08-07,19:41:29
a02a95,N11HM   ,United States,1659915689.0,1659915689,-122.2945,47.7945,624.84,False,80.81,42.94,-2.6,,655.32,6735,False,0,1659915689,2022-08-07,19:41:29
a234f6,AAY1635 ,United States,1659915686.0,1659915689,-81.3326,31.7352,10660.38,False,211.03,19.36,0.0,,11300.46,3527,False,0,1659915689,2022-08-07,19:41:29
a40d9b,N360PK  ,United States,1659915469.0,1659915669,-98.371,32.9387,2156.46,False,208.67,116.5,-0.33,,2887.98,1460,False,0,1659915689,2022-08-07,19:41:29
8001ab,AIC753  ,India,1659915687.0,1659915687,88.4404,22.6415,,True,0.0,275.62,,,,2000,False,0,1659915689,2022-08-07,19:41:29
8014dd,VTI115  ,India,1659915650.0,1659915650,102.1699,2.8365,11064.24,False,231.69,138.06,-4.23,,11871.96,,False,0,1659915689,2022-08-07,19:41:29
471f8b,WZZ10AN ,Hungary,1659915689.0,1659915689,11.844,51.1973,11292.84,False,240.06,103.89,0.33,,11711.94,0551,False,0,1659915689,2022-08-07,19:41:29
86ced2,ANA832  ,Japan,1659915686.0,1659915686,140.5678,35.1632,4762.5,False,198.22,28.69,-9.75,,5334.0,,False,0,1659915689,2022-08-07,19:41:29
7c1c99,FD516   ,Australia,1659915689.0,1659915689,138.3139,-34.3433,6096.0,False,128.96,344.02,0.33,,6187.44,7234,False,0,1659915689,2022-08-07,19:41:29
7c1c95,FD520   ,Australia,1659915688.0,1659915689,138.5028,-34.9682,175.26,False,75.29,230.55,9.1,,281.94,,False,0,1659915689,2022-08-07,19:41:29
86cec5,SNJ71   ,Japan,1659915688.0,1659915688,134.7168,33.3735,12184.38,False,249.27,247.3,0.0,,13037.82,3453,False,0,1659915689,2022-08-07,19:41:29
4520d0,LZB571  ,Bulgaria,1659915683.0,1659915685,33.7176,32.8797,22311.36,False,214.68,133.64,-7.8,,22821.9,1176,False,0,1659915689,2022-08-07,19:41:29
ac21c3,N881CE  ,United States,1659915689.0,1659915689,-115.3744,35.8623,2438.4,False,129.29,12.88,-4.23,,2567.94,,False,0,1659915689,2022-08-07,19:41:29
a40d7a,DAL2775 ,United States,1659915689.0,1659915689,-106.8139,40.5201,11277.6,False,251.36,45.08,-0.33,,11993.88,5727,False,0,1659915689,2022-08-07,19:41:29
471f81,WZZ582  ,Hungary,1659915684.0,1659915689,18.4674,54.3805,,True,0.0,22.5,,,,,False,0,1659915689,2022-08-07,19:41:29
471f86,WZZ10AP ,Hungary,1659915689.0,1659915689,16.6288,42.8405,11285.22,False,243.57,77.93,0.33,,11826.24,1232,False,0,1659915689,2022-08-07,19:41:29
8a0448,GIA183  ,Indonesia,1659915600.0,1659915600,101.32,1.0722,10668.0,False,218.32,133.66,-0.33,,11315.7,,False,0,1659915689,2022-08-07,19:41:29
471f84,WZZ17FG ,Hungary,1659915689.0,1659915689,19.8863,47.8793,5935.98,False,196.52,115.42,-9.1,,6278.88,0514,False,0,1659915689,2022-08-07,19:41:29
